schema_version,case_id,family,baseline_kind,baseline_name,numerical_contract,historical_claim,historical_claim_scope,historical_claim_applicable,m,n,note,status,rank,rank_lo,rank_hi,berr,numerical_valid,validation_reason,router_s,baseline_s,router_mad_s,baseline_mad_s,router_timings_s,baseline_timings_s,ratio_direction,baseline_over_router,historical_ratio_min,historical_ratio_max,performance_observation,baseline_diagnostics
2,square.512x512,square,lu,DGESV,router status is UNIQUE,0.6-0.9x DGESV/router on square systems,"{""dimensions"": {""m"": 512, ""n"": 512}, ""driver"": ""gelsy"", ""machine_scope"": ""named-reference-machine"", ""reference_baseline"": ""DGESV"", ""scale"": 1.0, ""threading"": ""single-thread""}",True,512,512,,UNIQUE,512,512,512,8.79974444445246e-17,True,ok,0.003572168992832303,0.003548791166394949,1.3587065041065216e-05,1.0853167623281479e-05,"[0.0035720060113817453, 0.0035657091066241264, 0.0036719851195812225, 0.0035857560578733683, 0.003562584053725004, 0.003572168992832303, 0.0035893430467694998, 0.003514290787279606, 0.0036063739098608494, 0.003581167897209525, 0.003513120813295245]","[0.003927781945094466, 0.003495120909065008, 0.0035379379987716675, 0.003590779146179557, 0.003634466091170907, 0.0035439711064100266, 0.003548791166394949, 0.0035489420406520367, 0.0035416739992797375, 0.0035502028185874224, 0.003516570897772908]",baseline_over_router,0.9934555653765926,0.6,0.9,outside-reference-range,
2,wide.128x512,wide,lapack,DGELSY,router status is INFINITE,0.24-0.43x DGELSY/router underdetermined,"{""dimensions"": {""m"": 128, ""n"": 512}, ""driver"": ""gelsy"", ""machine_scope"": ""named-reference-machine"", ""reference_baseline"": ""DGELSY"", ""scale"": 1.0, ""threading"": ""single-thread""}",True,128,512,,INFINITE,128,128,128,nan,True,ok,0.0069766968954354525,0.0028671910986304283,0.0001482109073549509,1.660292036831379e-05,"[0.007272710092365742, 0.0068284859880805016, 0.006878520827740431, 0.006878828862681985, 0.0069766968954354525, 0.00681528402492404, 0.0069424789398908615, 0.007126800948753953, 0.006984679028391838, 0.007156223990023136, 0.0072997999377548695]","[0.0028825269546359777, 0.0028868610970675945, 0.002886406844481826, 0.0028624129481613636, 0.0028671910986304283, 0.0029512641485780478, 0.0028517208993434906, 0.002907264046370983, 0.0028505881782621145, 0.002861448097974062, 0.0027982310857623816]",baseline_over_router,0.410966843135511,0.24,0.43,inside-reference-range,
2,wide.256x2048,wide,lapack,DGELSY,router status is INFINITE,0.24-0.43x DGELSY/router underdetermined,"{""dimensions"": {""m"": 256, ""n"": 2048}, ""driver"": ""gelsy"", ""machine_scope"": ""named-reference-machine"", ""reference_baseline"": ""DGELSY"", ""scale"": 1.0, ""threading"": ""single-thread""}",True,256,2048,,INFINITE,256,256,256,nan,True,ok,0.08358021010644734,0.05479705799371004,0.0010164629202336073,0.000539819011464715,"[0.08753625699318945, 0.08507915493100882, 0.08561452408321202, 0.0870607029646635, 0.0833013909868896, 0.08370144106447697, 0.08256374718621373, 0.08298327308148146, 0.08317629806697369, 0.08358021010644734, 0.0820971131324768]","[0.05629904894158244, 0.05538694001734257, 0.05646560899913311, 0.05463214498013258, 0.054071984020993114, 0.05479705799371004, 0.05473272781819105, 0.05487502785399556, 0.05355869582854211, 0.05488238204270601, 0.054257238982245326]",baseline_over_router,0.655622400612786,0.24,0.43,outside-reference-range,
2,wide_extreme.32x12800,wide_extreme,lapack,DGELSY,router status is INFINITE,,,False,32,12800,,INFINITE,32,32,32,nan,True,ok,0.018142763059586287,0.021882785949856043,0.00013567390851676464,0.00026793708093464375,"[0.018211707938462496, 0.01827843696810305, 0.018357143038883805, 0.018169519025832415, 0.018142763059586287, 0.018135851016268134, 0.018335050204768777, 0.017953536938875914, 0.018090063938871026, 0.017873672069981694, 0.017841733992099762]","[0.022043896839022636, 0.021945964079350233, 0.022190431132912636, 0.02118405420333147, 0.021882785949856043, 0.0216148488689214, 0.02215673285536468, 0.021684026112779975, 0.02153171901591122, 0.02197740599513054, 0.02071956405416131]",baseline_over_router,1.2061440629515139,,,not-scoped,
2,cond_1e+02.4000x64,cond_1e+02,lapack,DGELSY,"UNIQUE with berr <= 1e-14, or UNDECIDABLE",,,False,4000,64,cond 1e+02,UNIQUE,64,64,64,1.1286661354503388e-15,True,ok,0.00014851288869976997,0.0030647399835288525,2.512941136956215e-06,3.7400051951408386e-05,"[0.000142768956720829, 0.0001574771013110876, 0.00014802883379161358, 0.00014408212155103683, 0.00013740803115069866, 0.00014851288869976997, 0.0001464029774069786, 0.0001510258298367262, 0.0001496640034019947, 0.00015760399401187897, 0.0001503701787441969]","[0.0030647399835288525, 0.0030821070540696383, 0.0030372559558600187, 0.0030825871508568525, 0.003027339931577444, 0.0033988719806075096, 0.0030195119325071573, 0.0029941811226308346, 0.0030805720016360283, 0.0033023192081600428, 0.0030002391431480646]",baseline_over_router,20.636188618783493,,,not-scoped,
2,cond_1e+08.4000x64,cond_1e+08,lapack,DGELSY,"UNIQUE with berr <= 1e-14, or UNDECIDABLE",,,False,4000,64,cond 1e+08,UNIQUE,64,64,64,3.2801806486754077e-15,True,ok,0.0006773159839212894,0.0030150129459798336,1.0387040674686432e-05,0.00011511379852890968,"[0.0006395301315933466, 0.000658819917589426, 0.000666928943246603, 0.0006896848790347576, 0.0006773159839212894, 0.0007254378870129585, 0.0006778629031032324, 0.0006753238849341869, 0.0006875358521938324, 0.0006633969023823738, 0.0006794631481170654]","[0.0028891379479318857, 0.0028530240524560213, 0.002899899147450924, 0.002980301156640053, 0.0028135059401392937, 0.0030150129459798336, 0.0032090351451188326, 0.0031367000192403793, 0.003038977039977908, 0.0030878649558871984, 0.003088544122874737]",baseline_over_router,4.451412660490538,,,not-scoped,
2,cond_1e+14.4000x64,cond_1e+14,lapack,DGELSY,"UNIQUE with berr <= 1e-14, or UNDECIDABLE",,,False,4000,64,cond 1e+14,UNDECIDABLE,47,47,64,nan,True,ok,0.013427994912490249,0.003097598208114505,0.00010879291221499443,0.00010081101208925247,"[0.013463265961036086, 0.013418752001598477, 0.013470662059262395, 0.012664811918511987, 0.013406350975856185, 0.013427994912490249, 0.012783339945599437, 0.013072174042463303, 0.013536787824705243, 0.013600022066384554, 0.019187706988304853]","[0.006771927000954747, 0.0034998138435184956, 0.0029481269884854555, 0.0029593720100820065, 0.002962161088362336, 0.003036343026906252, 0.0029967871960252523, 0.003120789071545005, 0.0031423738691955805, 0.003097598208114505, 0.0031237839721143246]",baseline_over_router,0.23068211064283528,,,not-scoped,
2,rank_deficient.4000x64,rank_deficient,lapack,DGELSY,router status is INFINITE,,,False,4000,64,exact rank 40,INFINITE,40,40,64,nan,True,ok,0.0005123321898281574,0.0030006340239197016,4.731118679046631e-06,3.923499025404453e-05,"[0.0005392879247665405, 0.0005140951834619045, 0.0005208489019423723, 0.000511273043230176, 0.0005076010711491108, 0.0005123321898281574, 0.0005234968848526478, 0.0005013979971408844, 0.0005060418043285608, 0.0005076220259070396, 0.0005160700529813766]","[0.0030006340239197016, 0.0029820390045642853, 0.0029770538676530123, 0.003213263116776943, 0.002961399033665657, 0.003017554059624672, 0.0029211570508778095, 0.00306949601508677, 0.0029953711200505495, 0.0031135480385273695, 0.0030778199434280396]",baseline_over_router,5.856813379081552,,,not-scoped,
2,inconsistent.4000x64,inconsistent,lapack,DGELSY,router status is INCONSISTENT,,,False,4000,64,b pushed off the column space,INCONSISTENT,64,64,64,nan,True,ok,0.00014191190712153912,0.0030428790487349033,1.609092578291893e-06,4.620407707989216e-05,"[0.00014948309399187565, 0.00014482485130429268, 0.0001407440286129713, 0.00015043094754219055, 0.0001410020049661398, 0.0001460770145058632, 0.00014191190712153912, 0.0001406138762831688, 0.00014158408157527447, 0.000143520999699831, 0.00013955379836261272]","[0.0029507519211620092, 0.002963102189823985, 0.00298199406825006, 0.0030452939681708813, 0.0030428790487349033, 0.0038810609839856625, 0.0028824659530073404, 0.003015482099726796, 0.0030886188615113497, 0.0030890831258147955, 0.003054314060136676]",baseline_over_router,21.442027737171188,,,not-scoped,
2,tall_large.8000x2000,tall_large,lapack,DGELSY,router status is UNIQUE,20-80x on m >> n,"{""dimensions"": {""m"": 8000, ""n"": 2000}, ""driver"": ""gelsy"", ""machine_scope"": ""named-reference-machine"", ""reference_baseline"": ""DGELSY"", ""scale"": 1.0, ""threading"": ""single-thread""}",True,8000,2000,,UNIQUE,2000,2000,2000,4.495786686407496e-15,True,ok,0.14621237386018038,4.801333360141143,0.0021285631228238344,0.0943904472514987,"[0.14538163621909916, 0.14335776213556528, 0.1442217610310763, 0.14621237386018038, 0.14640966802835464, 0.1431698501110077, 0.14776795799843967, 0.1483409369830042, 0.1435426629614085, 0.1502959739882499, 0.15766763896681368]","[4.6985620418563485, 4.801333360141143, 4.756854512030259, 5.093806803924963, 5.0921223040204495, 5.017426885897294, 4.862938035046682, 4.84556906693615, 4.668310520006344, 4.7069429128896445, 4.726784690050408]",baseline_over_router,32.838078155632374,20.0,80.0,inside-reference-range,
2,tall_large.20000x2000,tall_large,lapack,DGELSY,router status is UNIQUE,20-80x on m >> n,"{""dimensions"": {""m"": 20000, ""n"": 2000}, ""driver"": ""gelsy"", ""machine_scope"": ""named-reference-machine"", ""reference_baseline"": ""DGELSY"", ""scale"": 1.0, ""threading"": ""single-thread""}",True,20000,2000,,UNIQUE,2000,2000,2000,4.433014222695625e-15,True,ok,0.16067822906188667,13.180265460861847,0.004112422000616789,0.1609853149857372,"[0.16225071507506073, 0.1691560021135956, 0.16292101400904357, 0.15656580706126988, 0.15623693610541523, 0.15690123196691275, 0.15885495115071535, 0.16504609095863998, 0.16067822906188667, 0.16642917110584676, 0.15559977106750011]","[13.180265460861847, 13.341250775847584, 13.060032550012693, 13.203471221961081, 13.595987176988274, 13.28047822182998, 12.835718520916998, 12.885510842083022, 13.236888064071536, 12.934719457989559, 12.983639098936692]",baseline_over_router,82.02894404434436,20.0,80.0,outside-reference-range,
2,square_large.2000x2000,square_large,lu,DGESV,router status is UNIQUE,0.6-0.9x on square,"{""dimensions"": {""m"": 2000, ""n"": 2000}, ""driver"": ""gelsy"", ""machine_scope"": ""named-reference-machine"", ""reference_baseline"": ""DGESV"", ""scale"": 1.0, ""threading"": ""single-thread""}",True,2000,2000,,UNIQUE,2000,2000,2000,9.650674271904966e-17,True,ok,0.13617143221199512,0.14743119315244257,0.0005372799932956696,0.0005156011320650578,"[0.13569326512515545, 0.1367087122052908, 0.13599229999817908, 0.1368951618205756, 0.13843123009428382, 0.14092061389237642, 0.13927766890265048, 0.13617143221199512, 0.1359624289907515, 0.13546297000721097, 0.13590822997502983]","[0.14709848910570145, 0.14970970596186817, 0.14743119315244257, 0.14980235206894577, 0.14688958693295717, 0.14870514697395265, 0.1473227720707655, 0.1489166331011802, 0.14784765499643981, 0.14691559202037752, 0.14714124402962625]",baseline_over_router,1.0826881289088446,0.6,0.9,outside-reference-range,
2,wide_large.2000x8000,wide_large,lapack,DGELSY,router status is INFINITE,0.24-0.43x underdetermined,"{""dimensions"": {""m"": 2000, ""n"": 8000}, ""driver"": ""gelsy"", ""machine_scope"": ""named-reference-machine"", ""reference_baseline"": ""DGELSY"", ""scale"": 1.0, ""threading"": ""single-thread""}",True,2000,8000,,INFINITE,2000,2000,2000,nan,True,ok,18.598029864951968,7.132039979798719,0.22013802104629576,0.0956049298401922,"[18.008527705911547, 18.758537925081328, 18.658908757846802, 18.95471298904158, 18.243083237903193, 18.598029864951968, 18.818167885998264, 18.43015738693066, 19.272789479000494, 18.47071206313558, 17.955865064868703]","[7.109265174018219, 7.464966953964904, 7.020836886949837, 7.040903765009716, 7.036435049958527, 7.239775101887062, 7.0214270311407745, 7.132039979798719, 7.222427590051666, 7.2625699788331985, 7.193119999021292]",baseline_over_router,0.3834836287277431,0.24,0.43,inside-reference-range,
2,cond_large_1e+08.6000x2000,cond_large_1e+08,lapack,DGELSY,"UNIQUE with berr <= 1e-14, or UNDECIDABLE",,,False,6000,2000,cond 1e+08,UNIQUE,2000,2000,2000,8.639821218328725e-16,True,ok,7.579655295005068,3.3909095239359885,0.04164959513582289,0.04859545803628862,"[7.538005699869245, 7.686188799096271, 7.639214813010767, 7.566013793926686, 7.674130182946101, 7.542760615004227, 7.7551358819473535, 7.62016096804291, 7.545073576970026, 7.484407753916457, 7.579655295005068]","[3.3018605320248753, 3.3909095239359885, 3.4895226259250194, 3.364771497901529, 3.516406617127359, 3.527803584933281, 3.5354859789367765, 3.3832301809452474, 3.372832973022014, 3.408437281847, 3.3423140658997]",baseline_over_router,0.44736988582720516,,,not-scoped,
2,cond_large_1e+14.6000x2000,cond_large_1e+14,lapack,DGELSY,"UNIQUE with berr <= 1e-14, or UNDECIDABLE",,,False,6000,2000,cond 1e+14,UNDECIDABLE,1416,1416,1982,nan,True,ok,16.570843379944563,3.895289206877351,0.07384990993887186,0.32802355592139065,"[16.793060143943876, 16.69431319599971, 16.464590450981632, 16.565741213038564, 16.691131462110206, 16.570843379944563, 16.49699347000569, 16.50749688409269, 16.579187624156475, 16.513740313937888, 18.07705070497468]","[3.9733476450201124, 3.8853580709546804, 3.895289206877351, 3.750978358089924, 3.56726565095596, 3.5538700779434294, 3.6319332460407168, 4.494782255962491, 5.812604868086055, 6.285738157806918, 8.938377810874954]",baseline_over_router,0.23506885663959382,,,not-scoped,
2,rank_deficient_large.6000x2000,rank_deficient_large,lapack,DGELSY,router status is INFINITE,,,False,6000,2000,exact rank 1500,INFINITE,1500,1500,2000,nan,True,ok,6.106586878886446,3.3247840229887515,0.0679223199840635,0.01698678289540112,"[15.891970527824014, 15.909341349964961, 7.798883467912674, 6.018738406011835, 6.023497503949329, 6.094308900181204, 6.166455631144345, 6.1160380688961595, 6.038664558902383, 6.106586878886446, 6.0462551838718355]","[3.9922430410515517, 3.309656502911821, 3.3417708058841527, 3.378125641029328, 3.2325360749382526, 3.375167442020029, 3.3100683360826224, 3.3090384849347174, 3.253842260921374, 3.3412795139010996, 3.3247840229887515]",baseline_over_router,0.5444586458737217,,,not-scoped,
2,near_transition_large.eps_1e-11,near_transition_large,lapack,DGELSY,UNDECIDABLE with a non-point rank interval,,,False,6000,2000,eps 1e-11,UNDECIDABLE,1999,1999,2000,nan,True,ok,29.14947082893923,3.250266518909484,0.3209980649407953,0.034397361101582646,"[30.109747010981664, 30.357346006901935, 29.082592468941584, 29.350098403869197, 28.913292641052976, 30.180922171100974, 28.828472763998434, 29.045245679095387, 29.14947082893923, 28.538075206102803, 29.6971798799932]","[3.3504211630206555, 3.250221862923354, 3.2441000731196254, 3.328574265120551, 3.2870224760845304, 3.2135714639443904, 3.2361899830866605, 3.2395378698129207, 3.284663880011067, 3.250266518909484, 3.4523066368419677]",baseline_over_router,0.11150344848396562,,,not-scoped,
2,near_transition.eps_1e-12,near_transition,lapack,DGELSY,UNDECIDABLE with a non-point rank interval,,,False,1500,12,eps 1e-12,UNDECIDABLE,11,11,12,nan,True,ok,0.000487346900627017,0.00010563386604189873,1.4747492969036102e-06,2.842862159013748e-06,"[0.000639940844848752, 0.0005549860652536154, 0.0004930358845740557, 0.00048608705401420593, 0.0004897341132164001, 0.0004858721513301134, 0.00048684701323509216, 0.0004868959076702595, 0.000487346900627017, 0.0004855268634855747, 0.00048817810602486134]","[0.00011926493607461452, 0.00010947417467832565, 0.00011666305363178253, 0.00010563386604189873, 0.00010837288573384285, 0.00010395818389952183, 0.00010381010361015797, 0.00010279100388288498, 0.00010366621427237988, 0.00010234909132122993, 0.00011644698679447174]",baseline_over_router,0.21675292467437662,,,not-scoped,
